qty_slash_url,length_url,qty_dot_domain,domain_length,qty_dot_directory,qty_slash_directory,qty_equal_directory,qty_at_directory,qty_and_directory,qty_percent_directory,directory_length,qty_hyphen_file,qty_plus_file,qty_dollar_file,file_length,time_response,asn_ip,time_domain_activation,time_domain_expiration,ttl_hostname,phishing,url
2,31,1,19,0,0,0,0,0,0,0,0,0,0,0,57.709455490112305,13335,8829,667,299,0,https://www.topuniversities.com
2,29,1,17,0,0,0,0,0,0,0,0,0,0,0,91.4757251739502,13335,6080,128,298,0,https://www.mastersportal.com
2,28,1,16,0,0,0,0,0,0,0,0,0,0,0,360.6901168823242,13335,8276,855,298,0,https://www.findamasters.com
2,19,1,7,0,0,0,0,0,0,0,0,0,0,0,188.48943710327148,16509,11590,3018,299,0,https://www.ets.org
3,23,1,7,0,0,0,0,0,0,0,0,0,0,3,328.52649688720703,16509,11590,3018,297,0,https://www.ets.org/gre
2,29,1,17,0,0,0,0,0,0,0,0,0,0,0,76.21955871582031,16509,6934,1831,57,0,https://www.ieltsidpindia.com
2,19,1,7,0,0,0,0,0,0,0,0,0,0,0,566.9262409210205,209242,12351,1161,298,0,https://www.wes.org
2,30,1,18,0,0,0,0,0,0,0,0,0,0,0,293.0588722229004,16509,7318,4,59,0,https://www.prodigyfinance.com
2,31,1,19,0,0,0,0,0,0,0,0,0,0,0,200.6089687347412,16509,4498,249,599,0,https://www.mpowerfinancing.com
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,366.6822910308838,8075,8644,121,118,0,https://www.linkedin.com
3,29,1,12,0,0,0,0,0,0,0,0,0,0,4,424.32117462158203,8075,8644,121,116,0,https://www.linkedin.com/jobs
2,23,1,15,0,0,0,0,0,0,0,0,0,0,0,428.2839298248291,16509,5665,2735,28,0,https://internshala.com
3,35,1,15,0,0,0,0,0,0,0,0,0,0,11,591.0933017730713,16509,5665,2735,26,0,https://internshala.com/internships
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,231.86445236206055,20940,10691,2823,288,0,https://www.naukri.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,248.99601936340332,13335,10323,267,25,0,https://www.indeed.com
2,21,1,10,0,0,0,0,0,0,0,0,0,0,0,63.355207443237305,13335,10323,267,23,0,https://in.indeed.com
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,86.41409873962402,13335,8443,322,297,0,https://www.glassdoor.com
2,25,1,17,0,0,0,0,0,0,0,0,0,0,0,188.27009201049805,16509,-1,-1,236,0,https://joinhandshake.com
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,78.00722122192383,13335,10061,896,298,0,https://www.wellfound.com
3,26,1,13,0,0,0,0,0,0,0,0,0,0,4,94.8951244354248,13335,10061,896,297,0,https://wellfound.com/jobs
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,53.84206771850586,16509,6269,2131,45,0,https://unstop.com
3,30,1,10,0,0,0,0,0,0,0,0,0,0,11,85.48426628112793,16509,6269,2131,43,0,https://unstop.com/internships
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,47.71018028259277,16509,5148,329,59,0,https://www.hackerrank.com
2,27,1,15,0,0,0,0,0,0,0,0,0,0,0,160.94303131103516,16509,5057,55,58,0,https://www.hackerearth.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,146.39878273010254,19551,11139,1278,298,0,https://www.turing.com
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,149.40857887268066,13335,4485,628,298,0,https://www.instahyre.com
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,124.98235702514648,13335,3720,296,50,0,https://cutshort.io
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,79.38361167907715,8075,7637,32,299,0,https://www.foundit.in
2,27,1,15,0,0,0,0,0,0,0,0,0,0,0,56.455373764038086,13335,8135,264,298,0,https://www.simplyhired.com
2,28,1,16,0,0,0,0,0,0,0,0,0,0,0,432.8346252441406,13335,5975,598,298,0,https://www.ziprecruiter.com
2,26,1,18,0,0,0,0,0,0,0,0,0,0,0,1082.369089126587,13335,4665,1908,297,0,https://weworkremotely.com
2,20,1,12,0,0,0,0,0,0,0,0,0,0,0,574.9843120574951,13335,4279,468,296,0,https://remoteok.com
2,20,1,8,0,0,0,0,0,0,0,0,0,0,0,1652.153730392456,14618,11809,211,58,0,https://www.dice.com
2,16,1,8,0,0,0,0,0,0,0,0,0,0,0,130.24210929870605,13335,5916,291,297,0,https://angel.co
2,23,1,11,0,0,0,0,0,0,0,0,0,0,0,661.945104598999,13335,3038,248,298,0,https://www.prosple.com
2,22,1,11,0,0,0,0,0,0,0,0,0,0,0,567.3062801361084,13335,3038,248,297,0,https://in.prosple.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,297.0590591430664,16509,11568,118,271,0,https://aws.amazon.com
2,30,1,10,0,0,0,0,0,0,0,0,0,0,0,497.33448028564453,16509,11568,118,268,0,https://console.aws.amazon.com
2,40,1,10,0,0,0,0,0,0,0,0,0,0,0,630.6354999542236,16509,11568,118,266,0,https://us-east-1.console.aws.amazon.com
2,29,1,10,0,0,0,0,0,0,0,0,0,0,0,480.12471199035645,16509,11568,118,264,0,https://health.aws.amazon.com
2,29,1,10,0,0,0,0,0,0,0,0,0,0,0,626.7204284667969,14618,11568,118,262,0,https://signin.aws.amazon.com
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,151.29780769348145,8075,6842,97,22,0,https://github.com
3,24,1,10,0,0,0,0,0,0,0,0,0,0,5,375.8249282836914,8075,6842,97,20,0,https://github.com/login
2,23,1,10,0,0,0,0,0,0,0,0,0,0,0,31.272411346435547,8075,6842,97,18,0,https://docs.github.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,325.7451057434082,15169,10519,802,40,0,https://www.google.com
2,27,1,10,0,0,0,0,0,0,0,0,0,0,0,137.21442222595215,15169,10519,802,38,0,https://accounts.google.com
2,28,1,10,0,0,0,0,0,0,0,0,0,0,0,191.34902954101562,15169,10519,802,36,0,https://myaccount.google.com
2,24,1,10,0,0,0,0,0,0,0,0,0,0,0,527.0857810974121,15169,10519,802,34,0,https://cloud.google.com
2,32,1,10,0,0,0,0,0,0,0,0,0,0,0,127.95853614807129,15169,10519,802,32,0,https://console.cloud.google.com
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,33.852338790893555,8075,12847,302,600,0,https://www.microsoft.com
2,33,1,19,0,0,0,0,0,0,0,0,0,0,0,132.2462558746338,-1,8760,370,-1,0,https://login.microsoftonline.com
2,27,1,13,0,0,0,0,0,0,0,0,0,0,0,41.64266586303711,8075,12847,302,600,0,https://azure.microsoft.com
2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,44.579505920410156,8075,11575,111,600,0,https://portal.azure.com
2,17,1,9,0,0,0,0,0,0,0,0,0,0,0,91.68219566345215,399358,2890,-1,296,0,https://claude.ai
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,174.4241714477539,399358,9040,2647,299,0,https://www.anthropic.com
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,274.33037757873535,13335,7105,930,30,0,https://openai.com
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,231.39524459838867,13335,1311,149,278,0,https://chatgpt.com
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,66.84088706970215,714,14380,230,229,0,https://www.apple.com
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,186.082124710083,16509,7812,222,467,0,https://www.amazon.in
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,306.5187931060791,16509,11568,118,225,0,https://www.amazon.com
2,23,1,11,0,0,0,0,0,0,0,0,0,0,0,521.9449996948242,16509,10462,493,25,0,https://www.netflix.com
2,20,1,8,0,0,0,0,0,0,0,0,0,0,0,308.06493759155273,32934,12948,2758,57,0,https://www.meta.com
2,19,1,7,0,0,0,0,0,0,0,0,0,0,0,46.56338691711426,16625,-1,-1,8,0,https://www.ibm.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,57.28936195373535,31898,13728,149,12,0,https://www.oracle.com
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,57.12318420410156,33905,10076,109,35,0,https://www.salesforce.com
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,39.99447822570801,24309,14474,316,18,0,https://www.adobe.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,73.20833206176758,14618,-1,-1,600,0,https://www.nvidia.com
2,22,1,14,0,0,0,0,0,0,0,0,0,0,0,85.16383171081543,16509,3637,378,36,0,https://huggingface.co
3,29,1,14,0,0,0,0,0,0,0,0,0,0,6,528.2983779907227,16509,3637,378,34,0,https://huggingface.co/models
2,33,1,10,0,0,0,0,0,0,0,0,0,0,0,557.7392578125,15169,10519,802,265,0,https://colab.research.google.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,377.1190643310547,396982,6154,54,600,0,https://www.kaggle.com
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,365.73100090026855,13335,8205,195,242,0,https://gitlab.com
2,21,1,13,0,0,0,0,0,0,0,0,0,0,0,217.94986724853516,16509,10449,141,15,0,https://bitbucket.org
2,25,1,17,0,0,0,0,0,0,0,0,0,0,0,95.28207778930664,13335,-1,-1,118,0,https://stackoverflow.com
2,25,1,17,0,0,0,0,0,0,0,0,0,0,0,127.42376327514648,13335,-1,-1,295,0,https://stackexchange.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,63.85302543640137,54113,11483,205,22,0,https://www.docker.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,313.66753578186035,54113,11483,205,20,0,https://hub.docker.com
2,21,1,13,0,0,0,0,0,0,0,0,0,0,0,113.29770088195801,16509,4363,19,600,0,https://kubernetes.io
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,52.23703384399414,8075,5271,207,48,0,https://www.jenkins.io
2,20,1,12,0,0,0,0,0,0,0,0,0,0,0,324.24354553222656,16509,5420,58,57,0,https://circleci.com
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,120.8646297454834,16509,9769,1188,433,0,https://vercel.com
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,116.54329299926758,16509,4407,2167,298,0,https://netlify.com
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,438.2505416870117,397273,10138,87,297,0,https://render.com
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,44.313669204711914,13335,-1,-1,300,0,https://railway.app
2,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1527.0020961761475,40509,8024,2567,588,0,https://fly.io
2,17,1,9,0,0,0,0,0,0,0,0,0,0,0,148.77843856811523,13335,1549,642,297,0,https://neon.tech
2,20,1,12,0,0,0,0,0,0,0,0,0,0,0,161.37242317199707,16509,3205,81,99,0,https://supabase.com
2,23,1,15,0,0,0,0,0,0,0,0,0,0,0,435.21904945373535,16509,5384,94,298,0,https://planetscale.com
2,23,1,11,0,0,0,0,0,0,0,0,0,0,0,1472.6343154907227,16509,6569,2561,600,0,https://www.mongodb.com
2,16,1,8,0,0,0,0,0,0,0,0,0,0,0,262.95995712280273,13335,5880,328,298,0,https://redis.io
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,1130.7578086853027,5404,10847,1204,600,0,https://www.postgresql.org
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,317.12818145751953,16509,5838,370,58,0,https://www.datadoghq.com
2,17,1,9,0,0,0,0,0,0,0,0,0,0,0,411.1063480377197,396982,5200,277,600,0,https://sentry.io
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,409.9087715148926,396982,4420,327,425,0,https://grafana.com
2,21,1,13,0,0,0,0,0,0,0,0,0,0,0,149.8103141784668,13335,4907,205,298,0,https://prometheus.io
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,169.94524002075195,16509,4626,121,299,0,https://www.terraform.io
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,95.71361541748047,16509,-1,-1,295,0,https://www.hashicorp.com
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,587.8777503967285,13335,6345,2420,149,0,https://www.cloudflare.com
2,28,1,16,0,0,0,0,0,0,0,0,0,0,0,486.33432388305664,13335,9578,1378,298,0,https://www.digitalocean.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,189.9111270904541,2635,6959,345,298,0,https://www.heroku.com
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,439.2728805541992,33191,4113,269,283,0,https://www.notion.so
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,1752.9056072235107,16509,9947,279,5,0,https://www.figma.com
2,17,1,9,0,0,0,0,0,0,0,0,0,0,0,367.0029640197754,16509,12309,472,25,0,https://slack.com
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,84.77234840393066,13335,9370,125,236,0,https://discord.com
2,15,1,7,0,0,0,0,0,0,0,0,0,0,0,154.62493896484375,209242,8836,293,17,0,https://zoom.us
2,20,1,12,0,0,0,0,0,0,0,0,0,0,0,773.7598419189453,13335,4875,237,177,0,https://calendly.com
2,23,1,11,0,0,0,0,0,0,0,0,0,0,0,832.5841426849365,13335,11436,252,9,0,https://www.postman.com
